uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,324
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,81
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,97
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
RJ,PNEUMONIA,DOMICILIO,"50 - 59",F,5
RJ,PNEUMONIA,DOMICILIO,"50 - 59",M,22
RJ,PNEUMONIA,HOSPITAL,"50 - 59",F,553
RJ,PNEUMONIA,HOSPITAL,"50 - 59",M,753
RJ,PNEUMONIA,IGNORADO,"50 - 59",M,1
RJ,PNEUMONIA,OUTRO,"50 - 59",F,4
RJ,PNEUMONIA,OUTRO,"50 - 59",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,66
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,117
RJ,PNEUMONIA,VIA_PUBLICA,"50 - 59",F,1
RJ,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,9
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",F,6
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",M,13
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",F,819
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",M,925
RJ,SEPTICEMIA,IGNORADO,"50 - 59",F,1
RJ,SEPTICEMIA,IGNORADO,"50 - 59",M,2
RJ,SEPTICEMIA,OUTRO,"50 - 59",F,2
RJ,SEPTICEMIA,OUTRO,"50 - 59",M,5
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,111
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,129
RJ,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
RJ,SRAG,HOSPITAL,"50 - 59",F,13
RJ,SRAG,HOSPITAL,"50 - 59",M,8
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
RN,OUTRAS,DOMICILIO,"50 - 59",F,78
RN,OUTRAS,DOMICILIO,"50 - 59",M,207
RN,OUTRAS,HOSPITAL,"50 - 59",F,259
RN,OUTRAS,HOSPITAL,"50 - 59",M,344
RN,OUTRAS,IGNORADO,"50 - 59",F,6
RN,OUTRAS,IGNORADO,"50 - 59",M,8
RN,OUTRAS,OUTRO,"50 - 59",F,6
RN,OUTRAS,OUTRO,"50 - 59",M,31
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,16
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,46
RN,OUTRAS,VIA_PUBLICA,"50 - 59",F,8
RN,OUTRAS,VIA_PUBLICA,"50 - 59",M,43
RN,COVID,DOMICILIO,"50 - 59",M,1
RN,COVID,HOSPITAL,"50 - 59",F,4
RN,COVID,HOSPITAL,"50 - 59",M,3
RN,COVID,OUTRO,"50 - 59",M,1
RN,INDETERMINADA,DOMICILIO,"50 - 59",F,3
RN,INDETERMINADA,DOMICILIO,"50 - 59",M,12
RN,INDETERMINADA,HOSPITAL,"50 - 59",F,1
RN,INDETERMINADA,OUTRO,"50 - 59",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,6
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,13
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,44
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,54
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,3
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,4
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
RN,PNEUMONIA,DOMICILIO,"50 - 59",F,6
RN,PNEUMONIA,DOMICILIO,"50 - 59",M,11
RN,PNEUMONIA,HOSPITAL,"50 - 59",F,65
RN,PNEUMONIA,HOSPITAL,"50 - 59",M,101
RN,PNEUMONIA,IGNORADO,"50 - 59",M,1
RN,PNEUMONIA,OUTRO,"50 - 59",M,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
RN,SEPTICEMIA,DOMICILIO,"50 - 59",F,9
RN,SEPTICEMIA,DOMICILIO,"50 - 59",M,8
RN,SEPTICEMIA,HOSPITAL,"50 - 59",F,108
RN,SEPTICEMIA,HOSPITAL,"50 - 59",M,102
RN,SEPTICEMIA,IGNORADO,"50 - 59",F,1
RN,SEPTICEMIA,IGNORADO,"50 - 59",M,4
RN,SEPTICEMIA,OUTRO,"50 - 59",F,1
RN,SEPTICEMIA,OUTRO,"50 - 59",M,2
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,9
RN,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
RN,SRAG,HOSPITAL,"50 - 59",F,1
RN,SRAG,HOSPITAL,"50 - 59",M,3
RO,OUTRAS,DOMICILIO,"50 - 59",F,35
RO,OUTRAS,DOMICILIO,"50 - 59",M,93
RO,OUTRAS,HOSPITAL,"50 - 59",F,130
RO,OUTRAS,HOSPITAL,"50 - 59",M,202
RO,OUTRAS,IGNORADO,"50 - 59",F,1
RO,OUTRAS,OUTRO,"50 - 59",F,4
RO,OUTRAS,OUTRO,"50 - 59",M,17
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
RO,OUTRAS,POSTO_SAUDE,"50 - 59",F,1
RO,OUTRAS,VIA_PUBLICA,"50 - 59",F,4
RO,OUTRAS,VIA_PUBLICA,"50 - 59",M,30
RO,COVID,HOSPITAL,"50 - 59",M,6
RO,INDETERMINADA,HOSPITAL,"50 - 59",M,2
RO,INDETERMINADA,OUTRO,"50 - 59",M,1
RO,INDETERMINADA,VIA_PUBLICA,"50 - 59",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,5
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,7
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,35
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,42
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RO,PNEUMONIA,DOMICILIO,"50 - 59",F,1
RO,PNEUMONIA,HOSPITAL,"50 - 59",F,39
RO,PNEUMONIA,HOSPITAL,"50 - 59",M,58
RO,SEPTICEMIA,HOSPITAL,"50 - 59",F,61
RO,SEPTICEMIA,HOSPITAL,"50 - 59",M,68
RO,SRAG,HOSPITAL,"50 - 59",F,1
RO,SRAG,HOSPITAL,"50 - 59",M,1
RR,OUTRAS,DOMICILIO,"50 - 59",F,7
RR,OUTRAS,DOMICILIO,"50 - 59",M,22
RR,OUTRAS,HOSPITAL,"50 - 59",F,58
RR,OUTRAS,HOSPITAL,"50 - 59",M,82
RR,OUTRAS,OUTRO,"50 - 59",M,14
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RR,OUTRAS,VIA_PUBLICA,"50 - 59",M,5
RR,COVID,HOSPITAL,"50 - 59",M,1
RR,COVID,OUTRO,"50 - 59",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,8
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,12
RR,PNEUMONIA,HOSPITAL,"50 - 59",F,16
RR,PNEUMONIA,HOSPITAL,"50 - 59",M,26
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RR,SEPTICEMIA,HOSPITAL,"50 - 59",F,16
RR,SEPTICEMIA,HOSPITAL,"50 - 59",M,17
RR,SRAG,HOSPITAL,"50 - 59",F,1
RR,SRAG,HOSPITAL,"50 - 59",M,2
RS,OUTRAS,DOMICILIO,"50 - 59",F,344
RS,OUTRAS,DOMICILIO,"50 - 59",I,1
RS,OUTRAS,DOMICILIO,"50 - 59",M,808
RS,OUTRAS,HOSPITAL,"50 - 59",F,1244
RS,OUTRAS,HOSPITAL,"50 - 59",M,1634
RS,OUTRAS,IGNORADO,"50 - 59",F,15
RS,OUTRAS,IGNORADO,"50 - 59",M,30
RS,OUTRAS,OUTRO,"50 - 59",F,30
RS,OUTRAS,OUTRO,"50 - 59",M,108
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,79
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,160
RS,OUTRAS,VIA_PUBLICA,"50 - 59",F,16
RS,OUTRAS,VIA_PUBLICA,"50 - 59",M,73
RS,COVID,DOMICILIO,"50 - 59",M,1
RS,COVID,HOSPITAL,"50 - 59",F,18
RS,COVID,HOSPITAL,"50 - 59",M,30
RS,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RS,INDETERMINADA,DOMICILIO,"50 - 59",F,8
RS,INDETERMINADA,DOMICILIO,"50 - 59",M,31
RS,INDETERMINADA,HOSPITAL,"50 - 59",F,6
RS,INDETERMINADA,HOSPITAL,"50 - 59",M,5
RS,INDETERMINADA,IGNORADO,"50 - 59",M,2
RS,INDETERMINADA,OUTRO,"50 - 59",F,3
RS,INDETERMINADA,OUTRO,"50 - 59",M,3
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
RS,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,17
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,30
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,229
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,301
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,2
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,4
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,29
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,27
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,2
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,2
RS,PNEUMONIA,DOMICILIO,"50 - 59",F,4
RS,PNEUMONIA,DOMICILIO,"50 - 59",M,6
RS,PNEUMONIA,HOSPITAL,"50 - 59",F,289
RS,PNEUMONIA,HOSPITAL,"50 - 59",M,497
RS,PNEUMONIA,IGNORADO,"50 - 59",F,4
RS,PNEUMONIA,IGNORADO,"50 - 59",M,1
RS,PNEUMONIA,OUTRO,"50 - 59",M,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,12
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,16
RS,PNEUMONIA,VIA_PUBLICA,"50 - 59",F,1
RS,SEPTICEMIA,DOMICILIO,"50 - 59",F,3
RS,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
RS,SEPTICEMIA,HOSPITAL,"50 - 59",F,472
RS,SEPTICEMIA,HOSPITAL,"50 - 59",M,555
RS,SEPTICEMIA,IGNORADO,"50 - 59",M,4
RS,SEPTICEMIA,OUTRO,"50 - 59",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,16
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,20
RS,SRAG,DOMICILIO,"50 - 59",M,1
RS,SRAG,HOSPITAL,"50 - 59",F,8
RS,SRAG,HOSPITAL,"50 - 59",M,14
RS,SRAG,IGNORADO,"50 - 59",M,2
RS,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SC,OUTRAS,DOMICILIO,"50 - 59",F,202
SC,OUTRAS,DOMICILIO,"50 - 59",M,475
SC,OUTRAS,HOSPITAL,"50 - 59",F,822
SC,OUTRAS,HOSPITAL,"50 - 59",M,1138
SC,OUTRAS,IGNORADO,"50 - 59",F,3
SC,OUTRAS,IGNORADO,"50 - 59",M,5
SC,OUTRAS,OUTRO,"50 - 59",F,12
SC,OUTRAS,OUTRO,"50 - 59",M,62
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,28
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,59
SC,OUTRAS,POSTO_SAUDE,"50 - 59",M,2
SC,OUTRAS,VIA_PUBLICA,"50 - 59",F,6
SC,OUTRAS,VIA_PUBLICA,"50 - 59",M,57
SC,COVID,DOMICILIO,"50 - 59",M,3
SC,COVID,HOSPITAL,"50 - 59",F,10
SC,COVID,HOSPITAL,"50 - 59",M,14
SC,INDETERMINADA,DOMICILIO,"50 - 59",F,4
SC,INDETERMINADA,DOMICILIO,"50 - 59",M,18
SC,INDETERMINADA,HOSPITAL,"50 - 59",F,3
SC,INDETERMINADA,HOSPITAL,"50 - 59",M,12
SC,INDETERMINADA,OUTRO,"50 - 59",M,3
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,11
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,18
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,147
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,157
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
SC,PNEUMONIA,DOMICILIO,"50 - 59",F,6
SC,PNEUMONIA,DOMICILIO,"50 - 59",M,8
SC,PNEUMONIA,HOSPITAL,"50 - 59",F,206
SC,PNEUMONIA,HOSPITAL,"50 - 59",M,302
SC,PNEUMONIA,OUTRO,"50 - 59",M,2
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
SC,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,4
SC,SEPTICEMIA,DOMICILIO,"50 - 59",F,4
SC,SEPTICEMIA,DOMICILIO,"50 - 59",M,3
SC,SEPTICEMIA,HOSPITAL,"50 - 59",F,280
SC,SEPTICEMIA,HOSPITAL,"50 - 59",M,328
SC,SEPTICEMIA,IGNORADO,"50 - 59",F,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
SC,SRAG,HOSPITAL,"50 - 59",F,10
SC,SRAG,HOSPITAL,"50 - 59",M,6
SC,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,OUTRAS,DOMICILIO,"50 - 59",F,56
SE,OUTRAS,DOMICILIO,"50 - 59",M,88
SE,OUTRAS,HOSPITAL,"50 - 59",F,190
SE,OUTRAS,HOSPITAL,"50 - 59",M,272
SE,OUTRAS,IGNORADO,"50 - 59",F,2
SE,OUTRAS,IGNORADO,"50 - 59",M,3
SE,OUTRAS,OUTRO,"50 - 59",F,5
SE,OUTRAS,OUTRO,"50 - 59",M,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,48
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,117
SE,OUTRAS,VIA_PUBLICA,"50 - 59",F,5
SE,OUTRAS,VIA_PUBLICA,"50 - 59",M,23
SE,COVID,HOSPITAL,"50 - 59",F,2
SE,COVID,HOSPITAL,"50 - 59",M,4
SE,INDETERMINADA,DOMICILIO,"50 - 59",M,7
SE,INDETERMINADA,HOSPITAL,"50 - 59",F,2
SE,INDETERMINADA,HOSPITAL,"50 - 59",M,3
SE,INDETERMINADA,OUTRO,"50 - 59",M,2
SE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,9
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,44
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,46
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,8
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,4
SE,PNEUMONIA,DOMICILIO,"50 - 59",M,2
SE,PNEUMONIA,HOSPITAL,"50 - 59",F,57
SE,PNEUMONIA,HOSPITAL,"50 - 59",M,81
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,SEPTICEMIA,HOSPITAL,"50 - 59",F,110
SE,SEPTICEMIA,HOSPITAL,"50 - 59",M,110
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,SRAG,HOSPITAL,"50 - 59",F,4
SE,SRAG,HOSPITAL,"50 - 59",M,6
SP,OUTRAS,DOMICILIO,"50 - 59",F,1228
SP,OUTRAS,DOMICILIO,"50 - 59",I,1
SP,OUTRAS,DOMICILIO,"50 - 59",M,3311
SP,OUTRAS,HOSPITAL,"50 - 59",F,4964
SP,OUTRAS,HOSPITAL,"50 - 59",M,7313
SP,OUTRAS,IGNORADO,"50 - 59",F,24
SP,OUTRAS,IGNORADO,"50 - 59",I,219
SP,OUTRAS,IGNORADO,"50 - 59",M,71
SP,OUTRAS,OUTRO,"50 - 59",F,129
SP,OUTRAS,OUTRO,"50 - 59",M,577
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,396
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,751
SP,OUTRAS,POSTO_SAUDE,"50 - 59",F,3
SP,OUTRAS,POSTO_SAUDE,"50 - 59",M,16
SP,OUTRAS,SAMU,"50 - 59",M,1
SP,OUTRAS,VIA_PUBLICA,"50 - 59",F,74
SP,OUTRAS,VIA_PUBLICA,"50 - 59",I,1
SP,OUTRAS,VIA_PUBLICA,"50 - 59",M,535
SP,COVID,DOMICILIO,"50 - 59",F,1
SP,COVID,DOMICILIO,"50 - 59",M,5
SP,COVID,HOSPITAL,"50 - 59",F,84
SP,COVID,HOSPITAL,"50 - 59",M,109
SP,COVID,OUTRO,"50 - 59",F,5
SP,COVID,OUTRO,"50 - 59",M,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
SP,INDETERMINADA,DOMICILIO,"50 - 59",F,25
SP,INDETERMINADA,DOMICILIO,"50 - 59",M,89
SP,INDETERMINADA,HOSPITAL,"50 - 59",F,13
SP,INDETERMINADA,HOSPITAL,"50 - 59",M,25
SP,INDETERMINADA,OUTRO,"50 - 59",M,14
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,8
SP,INDETERMINADA,POSTO_SAUDE,"50 - 59",F,1
SP,INDETERMINADA,VIA_PUBLICA,"50 - 59",F,2
SP,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,8
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,82
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,145
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,921
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,999
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,5
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,4
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,22
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,31
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,62
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,99
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"50 - 59",F,1
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"50 - 59",M,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,5
SP,PNEUMONIA,DOMICILIO,"50 - 59",F,75
SP,PNEUMONIA,DOMICILIO,"50 - 59",M,235
SP,PNEUMONIA,HOSPITAL,"50 - 59",F,1525
SP,PNEUMONIA,HOSPITAL,"50 - 59",M,2749
SP,PNEUMONIA,IGNORADO,"50 - 59",F,4
SP,PNEUMONIA,IGNORADO,"50 - 59",M,11
SP,PNEUMONIA,OUTRO,"50 - 59",F,23
SP,PNEUMONIA,OUTRO,"50 - 59",M,50
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,67
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,139
SP,PNEUMONIA,POSTO_SAUDE,"50 - 59",M,2
SP,PNEUMONIA,VIA_PUBLICA,"50 - 59",F,2
SP,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,17
SP,SEPTICEMIA,DOMICILIO,"50 - 59",F,33
SP,SEPTICEMIA,DOMICILIO,"50 - 59",M,70
SP,SEPTICEMIA,HOSPITAL,"50 - 59",F,1906
SP,SEPTICEMIA,HOSPITAL,"50 - 59",M,2368
SP,SEPTICEMIA,IGNORADO,"50 - 59",F,4
SP,SEPTICEMIA,IGNORADO,"50 - 59",M,18
SP,SEPTICEMIA,OUTRO,"50 - 59",F,10
SP,SEPTICEMIA,OUTRO,"50 - 59",M,23
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,56
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,90
SP,SEPTICEMIA,POSTO_SAUDE,"50 - 59",F,1
SP,SEPTICEMIA,POSTO_SAUDE,"50 - 59",M,1
SP,SEPTICEMIA,VIA_PUBLICA,"50 - 59",F,1
SP,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,7
SP,SRAG,HOSPITAL,"50 - 59",F,28
SP,SRAG,HOSPITAL,"50 - 59",M,34
SP,SRAG,IGNORADO,"50 - 59",F,1
SP,SRAG,OUTRO,"50 - 59",M,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SP,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
SP,SRAG,POSTO_SAUDE,"50 - 59",F,1
TO,OUTRAS,AMBULANCIA,"50 - 59",M,1
TO,OUTRAS,DOMICILIO,"50 - 59",F,37
TO,OUTRAS,DOMICILIO,"50 - 59",M,69
TO,OUTRAS,HOSPITAL,"50 - 59",F,85
TO,OUTRAS,HOSPITAL,"50 - 59",M,143
TO,OUTRAS,IGNORADO,"50 - 59",M,2
TO,OUTRAS,OUTRO,"50 - 59",F,3
TO,OUTRAS,OUTRO,"50 - 59",M,16
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,8
TO,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
TO,OUTRAS,VIA_PUBLICA,"50 - 59",F,4
TO,OUTRAS,VIA_PUBLICA,"50 - 59",M,8
TO,COVID,HOSPITAL,"50 - 59",F,3
TO,COVID,HOSPITAL,"50 - 59",M,7
TO,INDETERMINADA,DOMICILIO,"50 - 59",F,1
TO,INDETERMINADA,DOMICILIO,"50 - 59",M,5
TO,INDETERMINADA,HOSPITAL,"50 - 59",F,1
TO,INDETERMINADA,OUTRO,"50 - 59",M,3
TO,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,4
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,15
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,19
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,2
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,2
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
TO,PNEUMONIA,DOMICILIO,"50 - 59",F,1
TO,PNEUMONIA,DOMICILIO,"50 - 59",M,3
TO,PNEUMONIA,HOSPITAL,"50 - 59",F,23
TO,PNEUMONIA,HOSPITAL,"50 - 59",M,51
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
TO,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
TO,SEPTICEMIA,HOSPITAL,"50 - 59",F,30
TO,SEPTICEMIA,HOSPITAL,"50 - 59",M,38
TO,SEPTICEMIA,OUTRO,"50 - 59",M,1
TO,SEPTICEMIA,POSTO_SAUDE,"50 - 59",F,1
TO,SRAG,HOSPITAL,"50 - 59",F,1
TO,SRAG,HOSPITAL,"50 - 59",M,1
AC,OUTRAS,DOMICILIO,"60 - 69",F,48
AC,OUTRAS,DOMICILIO,"60 - 69",M,60
AC,OUTRAS,HOSPITAL,"60 - 69",F,79
AC,OUTRAS,HOSPITAL,"60 - 69",M,113
AC,OUTRAS,OUTRO,"60 - 69",F,4
